epoch,train_or_val,batch,anatomy_axis,loss,time
0,train,171,"['CTVp_axis1', 'Uterus_axis2', 'CTVn_axis2']",0.16135340929031372,0.026398897171020508
0,train,172,"['Bladder_axis0', 'Bladder_axis2', 'CTVp_axis2']",0.26723262667655945,0.02908468246459961
0,train,173,"['Uterus_axis1', 'CTVn_axis2', 'Bladder_axis2']",0.1950366497039795,0.025229454040527344
0,train,174,"['Vagina_axis0', 'Bladder_axis1', 'Parametrium_axis2']",0.18498456478118896,0.019139528274536133
0,train,175,"['CTVp_axis1', 'Bladder_axis0', 'CTVp_axis2']",0.13278867304325104,0.02043938636779785
0,train,176,"['CTVp_axis1', 'Parametrium_axis2', 'Uterus_axis1']",0.14376214146614075,0.02656698226928711
0,train,177,"['Uterus_axis2', 'Vagina_axis2', 'Parametrium_axis1']",0.3573951721191406,0.02501678466796875
0,train,178,"['Parametrium_axis0', 'Vagina_axis2', 'Bladder_axis0']",0.32899731397628784,0.02026844024658203
0,train,179,"['Bladder_axis2', 'Anorectum_axis1', 'Vagina_axis0']",0.21161514520645142,0.018930912017822266
0,train,180,"['Uterus_axis1', 'Bladder_axis1', 'Anorectum_axis1']",0.38882777094841003,0.01960921287536621
0,train,181,"['Vagina_axis2', 'Bladder_axis0', 'CTVp_axis1']",0.4167444705963135,0.020430564880371094
0,train,182,"['CTVp_axis0', 'CTVp_axis0', 'Bladder_axis2']",0.11059267073869705,0.022017955780029297
0,train,183,"['CTVn_axis2', 'Parametrium_axis0', 'Parametrium_axis2']",0.17935983836650848,0.02318882942199707
0,train,184,"['Vagina_axis0', 'Parametrium_axis0', 'Anorectum_axis1']",0.30771756172180176,0.016155004501342773
0,train,185,"['Uterus_axis2', 'CTVn_axis0', 'Bladder_axis0']",0.22636744379997253,0.01696491241455078
0,train,186,"['Uterus_axis1', 'Uterus_axis1', 'CTVp_axis1']",0.07206156104803085,0.01698017120361328
0,train,187,"['Parametrium_axis2', 'Vagina_axis0', 'Vagina_axis2']",0.2810499966144562,0.019324302673339844
0,train,188,"['Uterus_axis0', 'Uterus_axis2', 'Vagina_axis0']",0.3924074172973633,0.027355670928955078
0,train,189,"['Vagina_axis2', 'Bladder_axis1', 'Anorectum_axis2']",0.4464370310306549,0.029581546783447266
0,train,190,"['Anorectum_axis2', 'Uterus_axis0', 'CTVp_axis1']",0.17971457540988922,0.02027273178100586
0,train,191,"['Anorectum_axis0', 'Parametrium_axis2', 'Parametrium_axis1']",0.1914931684732437,0.02398824691772461
0,train,192,"['Vagina_axis1', 'CTVp_axis1', 'Anorectum_axis1']",0.2820291221141815,0.021847009658813477
0,train,193,"['CTVn_axis0', 'Bladder_axis0', 'Anorectum_axis0']",0.3958876430988312,0.02620983123779297
0,train,194,"['Vagina_axis0', 'CTVn_axis1', 'Bladder_axis2']",0.25050753355026245,0.014926910400390625
0,train,195,"['Uterus_axis1', 'CTVn_axis0', 'Anorectum_axis0']",0.2845574915409088,0.02193737030029297
0,train,196,"['Bladder_axis0', 'CTVn_axis2', 'Anorectum_axis1']",0.18693095445632935,0.021886348724365234
0,train,197,"['Vagina_axis0', 'Parametrium_axis0', 'Uterus_axis0']",0.11546190083026886,0.022254467010498047
0,train,198,"['Bladder_axis1', 'Parametrium_axis1', 'Uterus_axis1']",0.22009602189064026,0.021288394927978516
0,train,199,"['CTVp_axis0', 'Anorectum_axis0', 'Uterus_axis2']",0.1598231941461563,0.016979217529296875
0,train,200,"['Uterus_axis1', 'Uterus_axis2', 'Parametrium_axis1']",0.21592828631401062,0.016319990158081055
0,train,201,"['Parametrium_axis1', 'Vagina_axis1', 'CTVn_axis2']",0.2531164884567261,0.021997928619384766
0,train,202,"['CTVn_axis1', 'Uterus_axis2', 'Anorectum_axis2']",0.38147351145744324,0.025636911392211914
0,train,203,"['CTVn_axis1', 'Vagina_axis2', 'Uterus_axis1']",0.5182799696922302,0.020395278930664062
0,train,204,"['CTVp_axis1', 'Vagina_axis1', 'Anorectum_axis1']",0.3613841235637665,0.022025346755981445
0,train,205,"['Bladder_axis1', 'Vagina_axis0', 'Bladder_axis1']",0.1303127557039261,0.024727821350097656
0,train,206,"['Bladder_axis0', 'CTVp_axis0', 'Anorectum_axis1']",0.1806585043668747,0.01789093017578125
0,train,207,"['Uterus_axis0', 'Bladder_axis1', 'Vagina_axis2']",0.18388764560222626,0.022294282913208008
0,train,208,"['Bladder_axis1', 'Bladder_axis0', 'Vagina_axis1']",0.12403635680675507,0.023110628128051758
0,train,209,"['CTVp_axis1', 'CTVp_axis1', 'Vagina_axis0']",0.25163933634757996,0.019619464874267578
0,train,210,"['Anorectum_axis1', 'Parametrium_axis2', 'Uterus_axis0']",0.23461373150348663,0.01871514320373535
0,train,211,"['CTVn_axis0', 'Vagina_axis0', 'Vagina_axis0']",0.38256433606147766,0.015259504318237305
0,train,212,"['Vagina_axis1', 'Vagina_axis0', 'CTVp_axis1']",0.3512778878211975,0.018414735794067383
0,train,213,"['CTVp_axis0', 'Uterus_axis2', 'CTVn_axis0']",0.2686224579811096,0.01935553550720215
0,train,214,"['Parametrium_axis2', 'CTVn_axis0', 'CTVn_axis0']",0.19131433963775635,0.02164316177368164
0,train,215,"['Bladder_axis1', 'Vagina_axis1', 'Vagina_axis2']",0.2808457314968109,0.01827096939086914
0,train,216,"['CTVp_axis0', 'CTVp_axis1', 'Parametrium_axis0']",0.10674746334552765,0.022809743881225586
0,train,217,"['Bladder_axis2', 'Parametrium_axis2', 'CTVn_axis1']",0.2475004643201828,0.018802404403686523
